id,station,date,prcp,tobs
8575,USC00517948,3/25/15,0,77
8576,USC00517948,3/27/15,0,74
8577,USC00517948,3/30/15,,79
8578,USC00517948,3/31/15,0.03,79
8579,USC00517948,6/10/15,0.04,78
8580,USC00517948,6/12/15,0,77
8581,USC00517948,6/15/15,,78
8582,USC00517948,6/16/15,0,79
8583,USC00517948,6/17/15,0.01,77
8584,USC00517948,6/18/15,0,79
8585,USC00517948,6/19/15,0,80
8586,USC00517948,6/22/15,,79
8587,USC00517948,6/23/15,0.04,78
8588,USC00517948,6/24/15,0.09,79
8589,USC00517948,6/25/15,,79
8590,USC00517948,6/29/15,,79
8591,USC00517948,6/30/15,,81
8592,USC00517948,7/1/15,,79
8593,USC00517948,7/2/15,0,81
8594,USC00517948,7/6/15,,80
8595,USC00517948,7/7/15,,75
8596,USC00517948,7/8/15,,83
8597,USC00517948,7/9/15,0.1,83
8598,USC00517948,7/10/15,,78
8599,USC00517948,7/13/15,,80
8600,USC00517948,7/14/15,0.05,80
8601,USC00517948,7/15/15,0.08,79
8602,USC00517948,7/16/15,0.05,80
8603,USC00517948,7/30/15,,83
8604,USC00517948,7/31/15,,83
8605,USC00517948,8/3/15,,83
8606,USC00517948,8/4/15,,80
8607,USC00517948,8/5/15,,81
8608,USC00517948,8/6/15,,77
8609,USC00517948,8/7/15,0.05,81
8610,USC00517948,8/10/15,0,80
8611,USC00517948,8/11/15,0,81
8612,USC00517948,8/12/15,0,81
8613,USC00517948,8/13/15,,79
8614,USC00517948,8/14/15,,81
8615,USC00517948,8/17/15,,82
8616,USC00517948,8/18/15,,80
8617,USC00517948,8/19/15,,81
8618,USC00517948,8/20/15,,81
8619,USC00517948,8/24/15,,74
8620,USC00517948,8/25/15,,81
8621,USC00517948,8/26/15,1.5,80
8622,USC00517948,8/27/15,,83
8623,USC00517948,8/28/15,,83
8624,USC00517948,8/31/15,,83
8625,USC00517948,9/1/15,0,82
8626,USC00517948,9/2/15,0,80
8627,USC00517948,9/3/15,0.16,76
8628,USC00517948,9/4/15,,80
8629,USC00517948,9/8/15,,81
8630,USC00517948,9/9/15,0,81
8631,USC00517948,9/10/15,0,83
8632,USC00517948,9/11/15,0.2,79
8633,USC00517948,9/14/15,,81
8634,USC00517948,9/15/15,,79
8635,USC00517948,9/16/15,0.22,81
8636,USC00517948,9/17/15,0,79
8637,USC00517948,9/18/15,0,79
8638,USC00517948,9/21/15,,80
8639,USC00517948,9/22/15,,82
8640,USC00517948,9/23/15,,82
8641,USC00517948,9/24/15,,80
8642,USC00517948,9/25/15,,78
8643,USC00517948,9/28/15,,78
8644,USC00517948,9/29/15,,80
8645,USC00517948,9/30/15,,77
8646,USC00517948,10/1/15,,76
8647,USC00517948,10/2/15,,75
8648,USC00517948,10/12/15,,76
8649,USC00517948,10/13/15,,77
8650,USC00517948,10/14/15,,75
8651,USC00517948,10/15/15,,76
8652,USC00517948,10/16/15,,77
8653,USC00517948,10/19/15,,79
8654,USC00517948,10/20/15,,77
8655,USC00517948,10/21/15,,79
8656,USC00517948,10/22/15,,79
8657,USC00517948,10/23/15,,75
8658,USC00517948,10/26/15,,77
8659,USC00517948,10/27/15,,79
8660,USC00517948,10/28/15,,76
8661,USC00517948,10/29/15,,77
8662,USC00517948,10/30/15,,78
8663,USC00517948,11/2/15,,81
8664,USC00517948,11/3/15,,80
8665,USC00517948,11/4/15,0.28,80
8666,USC00517948,11/5/15,0.04,78
8667,USC00517948,11/6/15,,70
8668,USC00517948,11/12/15,,70
8669,USC00517948,11/13/15,,79
8670,USC00517948,11/16/15,,76
8671,USC00517948,11/17/15,,75
8672,USC00517948,11/18/15,,76
8673,USC00517948,11/19/15,,76
8674,USC00517948,11/20/15,,76
8675,USC00517948,11/23/15,,74
8676,USC00517948,11/24/15,,74
8677,USC00517948,11/25/15,,76
8678,USC00517948,11/27/15,,76
8679,USC00517948,11/30/15,,76
8680,USC00517948,12/1/15,,69
8681,USC00517948,12/2/15,0.28,65
8682,USC00517948,12/3/15,,76
8683,USC00517948,12/4/15,,81
8684,USC00517948,12/8/15,,71
8685,USC00517948,12/9/15,,71
8686,USC00517948,12/10/15,,71
8687,USC00517948,12/16/15,,82
8688,USC00517948,12/17/15,,74
8689,USC00517948,12/18/15,0.11,75
8690,USC00517948,12/24/15,,77
8691,USC00517948,12/27/15,,74
8692,USC00517948,12/28/15,,68
8693,USC00517948,1/4/16,,76
8694,USC00517948,1/20/16,0,77
8695,USC00517948,1/25/16,,65
8696,USC00517948,1/26/16,,70
8697,USC00517948,1/27/16,,69
8698,USC00517948,1/28/16,,70
8699,USC00517948,1/29/16,,67
8700,USC00517948,2/1/16,,72
8701,USC00517948,2/2/16,,69
8702,USC00517948,2/3/16,,70
8703,USC00517948,2/4/16,,69
8704,USC00517948,2/5/16,,69
8705,USC00517948,2/8/16,,62
8706,USC00517948,2/9/16,,63
8707,USC00517948,2/10/16,0,64
8708,USC00517948,2/11/16,,67
8709,USC00517948,2/12/16,,69
8710,USC00517948,2/16/16,,72
8711,USC00517948,2/17/16,,74
8712,USC00517948,2/18/16,,73
8713,USC00517948,2/19/16,,72
8714,USC00517948,2/20/16,,71
8715,USC00517948,2/23/16,,68
8716,USC00517948,2/24/16,,68
8717,USC00517948,2/25/16,,68
8718,USC00517948,2/26/16,,68
8719,USC00517948,2/27/16,,69
8720,USC00517948,3/1/16,,70
8721,USC00517948,3/2/16,,67
8722,USC00517948,3/3/16,,70
8723,USC00517948,3/4/16,,69
8724,USC00517948,3/7/16,,70
8725,USC00517948,3/8/16,,78
8726,USC00517948,3/9/16,,67
8727,USC00517948,3/10/16,,71
8728,USC00517948,3/11/16,,72
8729,USC00517948,3/14/16,,70
8730,USC00517948,3/15/16,,70
8731,USC00517948,3/16/16,0,73
8732,USC00517948,3/22/16,,75
8733,USC00517948,3/23/16,,71
8734,USC00517948,3/28/16,,75
8735,USC00517948,3/29/16,,72
8736,USC00517948,3/30/16,,71
8737,USC00517948,3/31/16,,71
8738,USC00517948,4/1/16,0,71
8739,USC00517948,4/4/16,0,76
8740,USC00517948,4/5/16,0.04,78
8741,USC00517948,4/6/16,,72
8742,USC00517948,4/7/16,,72
8743,USC00517948,4/8/16,0,76
8744,USC00517948,4/18/16,,76
8745,USC00517948,4/19/16,,74
8746,USC00517948,4/20/16,,75
8747,USC00517948,4/21/16,,76
8748,USC00517948,4/22/16,,77
8749,USC00517948,4/25/16,,77
8750,USC00517948,4/26/16,,78
8751,USC00517948,4/27/16,,75
8752,USC00517948,4/28/16,,79
8753,USC00517948,4/29/16,,79
8754,USC00517948,5/2/16,,72
8755,USC00517948,5/3/16,0,78
8756,USC00517948,5/4/16,,77
8757,USC00517948,5/5/16,,76
8758,USC00517948,5/6/16,,75
8759,USC00517948,5/9/16,,74
8760,USC00517948,5/10/16,,76
8761,USC00517948,5/11/16,,76
8762,USC00517948,5/12/16,,75
8763,USC00517948,5/13/16,0.44,73
8764,USC00517948,5/16/16,,78
8765,USC00517948,5/17/16,,78
8766,USC00517948,5/18/16,,76
8767,USC00517948,5/19/16,,77
8768,USC00517948,5/20/16,,79
8769,USC00517948,5/23/16,,79
8770,USC00517948,5/24/16,,67
8771,USC00517948,5/25/16,,78
8772,USC00517948,5/26/16,,79
8773,USC00517948,6/1/16,,64
8774,USC00517948,6/2/16,,65
8775,USC00517948,6/3/16,,75
8776,USC00517948,6/6/16,,76
8777,USC00517948,6/7/16,,78
8778,USC00517948,6/8/16,,77
8779,USC00517948,6/9/16,,75
8780,USC00517948,6/13/16,,78
8781,USC00517948,6/14/16,,81
8782,USC00517948,6/15/16,0.02,78
8783,USC00517948,6/16/16,0.1,76
8784,USC00517948,6/17/16,0.38,73
8785,USC00517948,6/20/16,0.1,74
8786,USC00517948,6/21/16,,76
8787,USC00517948,6/22/16,,78
8788,USC00517948,6/23/16,,79
8789,USC00517948,6/24/16,,78
8790,USC00517948,6/27/16,,72
8791,USC00517948,6/28/16,,78
8792,USC00517948,6/29/16,,80
8793,USC00517948,6/30/16,,81
8794,USC00517948,7/1/16,,80
8795,USC00517948,7/5/16,,77
8796,USC00517948,7/6/16,,78
8797,USC00517948,7/7/16,,78
8798,USC00517948,7/8/16,,80
8799,USC00517948,7/11/16,,78
8800,USC00517948,7/12/16,,80
8801,USC00517948,7/13/16,,78
8802,USC00517948,7/14/16,,78
8803,USC00517948,7/15/16,,76
8804,USC00517948,7/18/16,,78
8805,USC00517948,7/19/16,0.5,79
8806,USC00517948,7/20/16,,78
8807,USC00517948,7/21/16,,78
8808,USC00517948,7/25/16,,81
8809,USC00517948,7/26/16,0.01,82
8810,USC00517948,7/27/16,,77
8811,USC00517948,8/2/16,0,77
8812,USC00517948,8/3/16,0.02,79
8813,USC00517948,8/4/16,0.13,81
8814,USC00517948,8/5/16,0.03,77
8815,USC00517948,8/8/16,,77
8816,USC00517948,8/9/16,,79
8817,USC00517948,8/10/16,,82
8818,USC00517948,8/11/16,,80
8819,USC00517948,8/12/16,,77
8820,USC00517948,8/15/16,,79
8821,USC00517948,8/16/16,0,81
8822,USC00517948,8/17/16,0,81
8823,USC00517948,8/18/16,0,81
8824,USC00517948,8/22/16,,79
8825,USC00517948,8/23/16,,80
8826,USC00517948,8/24/16,,78
8827,USC00517948,8/25/16,0,81
8828,USC00517948,8/26/16,0.04,81
8829,USC00517948,8/29/16,,80
8830,USC00517948,8/30/16,0.02,79
8831,USC00517948,8/31/16,,79
8832,USC00517948,9/1/16,,82
8833,USC00517948,9/2/16,,81
8834,USC00517948,9/8/16,,80
8835,USC00517948,9/9/16,,79
8836,USC00517948,9/12/16,,79
8837,USC00517948,9/13/16,,79
8838,USC00517948,9/14/16,,76
8839,USC00517948,9/15/16,,76
8840,USC00517948,9/16/16,0,79
8841,USC00517948,9/19/16,,79
8842,USC00517948,9/20/16,0,73
8843,USC00517948,9/22/16,0.06,76
8844,USC00517948,9/23/16,0,80
8845,USC00517948,9/26/16,,78
8846,USC00517948,9/28/16,0,79
8847,USC00517948,9/29/16,0.04,80
8848,USC00517948,9/30/16,,80
8849,USC00517948,10/3/16,,79
8850,USC00517948,10/4/16,,77
8851,USC00517948,10/5/16,,80
8852,USC00517948,10/6/16,0.07,79
8853,USC00517948,10/7/16,,78
8854,USC00517948,10/11/16,,79
8855,USC00517948,10/13/16,,80
8856,USC00517948,10/17/16,,80
8857,USC00517948,10/18/16,,80
8858,USC00517948,10/19/16,,80
8859,USC00517948,10/20/16,,78
8860,USC00517948,10/21/16,,76
8861,USC00517948,10/24/16,,76
8862,USC00517948,10/25/16,0.4,77
8863,USC00517948,10/26/16,0.2,73
8864,USC00517948,10/27/16,,77
8865,USC00517948,10/28/16,,76
8866,USC00517948,10/31/16,,75
8867,USC00517948,11/4/16,,77
8868,USC00517948,11/7/16,,75
8869,USC00517948,11/9/16,0,76
8870,USC00517948,11/14/16,0.02,79
8871,USC00517948,11/15/16,,77
8872,USC00517948,11/16/16,,77
8873,USC00517948,11/17/16,,77
8874,USC00517948,11/18/16,,75
8875,USC00517948,11/21/16,,73
8876,USC00517948,11/22/16,,76
8877,USC00517948,11/23/16,,77
8878,USC00517948,11/28/16,,76
8879,USC00517948,11/29/16,,74
8880,USC00517948,11/30/16,,75
8881,USC00517948,12/1/16,,72
8882,USC00517948,12/2/16,,70
8883,USC00517948,12/5/16,,68
8884,USC00517948,12/6/16,,74
8885,USC00517948,12/7/16,,71
8886,USC00517948,12/8/16,0.27,70
8887,USC00517948,12/9/16,,70
8888,USC00517948,12/12/16,0.02,70
8889,USC00517948,12/13/16,,68
8890,USC00517948,12/14/16,,68
8891,USC00517948,12/15/16,,68
8892,USC00517948,12/16/16,,66
8893,USC00517948,12/19/16,,71
8894,USC00517948,12/20/16,,76
8895,USC00517948,12/21/16,0.06,73
8896,USC00517948,12/22/16,,70
8897,USC00517948,12/23/16,,68
8898,USC00517948,12/28/16,,71
8899,USC00517948,12/29/16,,71
8900,USC00517948,12/30/16,,68
8901,USC00517948,1/9/17,,65
8902,USC00517948,1/10/17,,65
8903,USC00517948,1/11/17,,67
8904,USC00517948,1/12/17,,67
8905,USC00517948,1/13/17,,68
8906,USC00517948,1/17/17,0,70
8907,USC00517948,1/18/17,0,73
8908,USC00517948,1/19/17,,66
8909,USC00517948,1/20/17,,70
8910,USC00517948,1/23/17,,77
8911,USC00517948,1/24/17,,69
8912,USC00517948,1/25/17,,69
8913,USC00517948,1/26/17,0,70
8914,USC00517948,1/27/17,0,65
8915,USC00517948,1/30/17,0.05,68
8916,USC00517948,1/31/17,0,68
8917,USC00517948,2/1/17,0,62
8918,USC00517948,2/2/17,0,70
8919,USC00517948,2/3/17,0,72
8920,USC00517948,2/6/17,,76
8921,USC00517948,2/7/17,0,67
8922,USC00517948,2/8/17,0,64
8923,USC00517948,2/9/17,0,64
8924,USC00517948,2/10/17,0,64
8925,USC00517948,2/13/17,,77
8926,USC00517948,2/14/17,0,76
8927,USC00517948,2/15/17,,73
8928,USC00517948,2/16/17,,70
8929,USC00517948,2/17/17,0,69
8930,USC00517948,2/21/17,,71
8931,USC00517948,2/22/17,0.17,72
8932,USC00517948,2/23/17,0,72
8933,USC00517948,2/24/17,0,68
8934,USC00517948,2/27/17,,69
8935,USC00517948,2/28/17,,72
8936,USC00517948,3/1/17,2.4,66
8937,USC00517948,3/2/17,0.44,73
8938,USC00517948,3/3/17,0.14,70
8939,USC00517948,3/6/17,,67
8940,USC00517948,3/7/17,,67
8941,USC00517948,3/8/17,,67
8942,USC00517948,3/9/17,0,68
8943,USC00517948,3/10/17,0,68
8944,USC00517948,3/13/17,,69
8945,USC00517948,3/14/17,0.06,73
8946,USC00517948,3/15/17,0,75
8947,USC00517948,3/16/17,,71
8948,USC00517948,3/17/17,,72
8949,USC00517948,3/28/17,,73
8950,USC00517948,3/29/17,,74
8951,USC00517948,3/30/17,,77
8952,USC00517948,3/31/17,0,78
8953,USC00517948,4/3/17,,75
8954,USC00517948,4/4/17,0,75
8955,USC00517948,4/5/17,0,73
8956,USC00517948,4/6/17,0,73
8957,USC00517948,4/7/17,0,76
8958,USC00517948,4/10/17,,75
8959,USC00517948,4/11/17,,76
8960,USC00517948,4/12/17,,74
8961,USC00517948,4/13/17,,76
8962,USC00517948,4/17/17,,72
8963,USC00517948,4/18/17,0,75
8964,USC00517948,4/19/17,,76
8965,USC00517948,4/20/17,,75
8966,USC00517948,4/21/17,,74
8967,USC00517948,4/24/17,,78
8968,USC00517948,4/25/17,,78
8969,USC00517948,4/27/17,,78
8970,USC00517948,4/28/17,,76
8971,USC00517948,6/2/17,,79
8972,USC00517948,6/5/17,,78
8973,USC00517948,6/6/17,,80
8974,USC00517948,6/7/17,,80
8975,USC00517948,6/8/17,,78
8976,USC00517948,6/9/17,,80
8977,USC00517948,6/13/17,,81
8978,USC00517948,6/14/17,,78
8979,USC00517948,6/15/17,,77
8980,USC00517948,6/16/17,,78
8981,USC00517948,6/19/17,,78
8982,USC00517948,6/20/17,,77
8983,USC00517948,6/21/17,,76
8984,USC00517948,6/22/17,0,81
8985,USC00517948,6/23/17,0,76
8986,USC00517948,6/26/17,,82
8987,USC00517948,6/27/17,0,80
8988,USC00517948,6/28/17,0,80
8989,USC00517948,6/29/17,0,79
8990,USC00517948,6/30/17,0.12,74
8991,USC00517948,7/3/17,,87
8992,USC00517948,7/5/17,,80
8993,USC00517948,7/6/17,,79
8994,USC00517948,7/7/17,,79
8995,USC00517948,7/10/17,,78
8996,USC00517948,7/11/17,,81
8997,USC00517948,7/12/17,,80
8998,USC00517948,7/13/17,,81
8999,USC00517948,7/18/17,0,78
9000,USC00517948,7/19/17,0,81
9001,USC00517948,7/20/17,0,80
9002,USC00517948,7/21/17,0,81
9003,USC00517948,7/25/17,0,81
9004,USC00517948,7/26/17,,78
9005,USC00517948,7/27/17,,79
9006,USC00517948,7/28/17,0.01,80
9007,USC00517948,7/31/17,,81
9008,USC00518838,1/1/10,0.21,72
9009,USC00518838,1/2/10,0.02,73
9010,USC00518838,1/3/10,0,67
9011,USC00518838,1/4/10,0.01,76
9012,USC00518838,1/5/10,0.02,73
9013,USC00518838,1/7/10,,72
9014,USC00518838,1/8/10,0.03,73
9015,USC00518838,1/9/10,0.01,69
9016,USC00518838,1/10/10,0.01,70
9017,USC00518838,1/11/10,0.14,72
9018,USC00518838,1/12/10,0.02,60
9019,USC00518838,1/13/10,0.02,68
9020,USC00518838,1/14/10,0,67
9021,USC00518838,1/18/10,,70
9022,USC00518838,1/19/10,0,70
9023,USC00518838,1/20/10,0,68
9024,USC00518838,1/25/10,,72
9025,USC00518838,1/26/10,0.13,74
9026,USC00518838,1/27/10,0.21,70
9027,USC00518838,1/28/10,0.01,70
9028,USC00518838,2/2/10,,66
9029,USC00518838,2/3/10,0.87,65
9030,USC00518838,2/4/10,0.01,66
9031,USC00518838,2/5/10,0.01,59
9032,USC00518838,2/6/10,0.02,73
9033,USC00518838,2/7/10,0.01,62
9034,USC00518838,2/9/10,0,70
9035,USC00518838,2/10/10,0,74
9036,USC00518838,2/12/10,,64
9037,USC00518838,2/13/10,0.06,67
9038,USC00518838,2/14/10,0.01,67
9039,USC00518838,2/15/10,0,70
9040,USC00518838,2/16/10,0,71
9041,USC00518838,2/17/10,0.01,65
9042,USC00518838,2/19/10,,63
9043,USC00518838,2/20/10,0.1,70
9044,USC00518838,2/21/10,0.01,68
9045,USC00518838,2/23/10,,72
9046,USC00518838,2/24/10,0.01,72
9047,USC00518838,2/25/10,0.02,72
9048,USC00518838,3/1/10,,67
9049,USC00518838,3/2/10,0,69
9050,USC00518838,3/5/10,,63
9051,USC00518838,3/6/10,1.08,63
9052,USC00518838,3/7/10,0.17,67
9053,USC00518838,3/8/10,0.64,66
9054,USC00518838,3/9/10,0.23,67
9055,USC00518838,3/11/10,,68
9056,USC00518838,3/12/10,0.04,69
9057,USC00518838,3/13/10,0.03,62
9058,USC00518838,3/14/10,0.02,62
9059,USC00518838,3/15/10,0.13,65
9060,USC00518838,3/16/10,0.46,63
9061,USC00518838,3/19/10,,62
9062,USC00518838,3/21/10,,61
9063,USC00518838,3/24/10,,73
9064,USC00518838,3/28/10,,69
9065,USC00518838,3/29/10,0.13,69
9066,USC00518838,3/30/10,0.04,69
9067,USC00518838,4/2/10,,65
9068,USC00518838,4/3/10,0.53,67
9069,USC00518838,4/4/10,0.87,66
9070,USC00518838,4/5/10,1.8,67
9071,USC00518838,4/6/10,0.3,70
9072,USC00518838,4/7/10,2.12,72
9073,USC00518838,4/8/10,0.47,74
9074,USC00518838,4/9/10,0.8,71
9075,USC00518838,4/11/10,,67
9076,USC00518838,4/13/10,,70
9077,USC00518838,4/14/10,0.03,67
9078,USC00518838,4/16/10,,62
9079,USC00518838,4/17/10,0.01,65
9080,USC00518838,4/18/10,0.2,70
9081,USC00518838,4/21/10,,70
9082,USC00518838,4/22/10,0.54,72
9083,USC00518838,4/23/10,0.1,67
9084,USC00518838,4/24/10,0.01,69
9085,USC00518838,4/25/10,0.01,74
9086,USC00518838,4/26/10,0,73
9087,USC00518838,4/28/10,,73
9088,USC00518838,4/30/10,,67
9089,USC00518838,5/1/10,0.29,69
9090,USC00518838,5/2/10,0,71
9091,USC00518838,5/3/10,0.87,67
9092,USC00518838,5/4/10,0.04,69
9093,USC00518838,5/5/10,0.03,71
9094,USC00518838,5/8/10,,67
9095,USC00518838,5/9/10,0.25,72
9096,USC00518838,5/10/10,0.06,72
9097,USC00518838,5/11/10,0.07,73
9098,USC00518838,5/12/10,0.06,79
9099,USC00518838,5/13/10,0.04,78
9100,USC00518838,5/14/10,0.02,75
9101,USC00518838,5/16/10,0,77
9102,USC00518838,5/17/10,0.03,79
9103,USC00518838,5/19/10,,77
9104,USC00518838,5/20/10,0.56,71
9105,USC00518838,5/21/10,0.45,70
9106,USC00518838,5/22/10,0.04,74
9107,USC00518838,5/23/10,0.6,70
9108,USC00518838,5/24/10,0.15,71
9109,USC00518838,5/25/10,0.04,73
9110,USC00518838,5/26/10,0.02,73
9111,USC00518838,6/1/10,,69
9112,USC00518838,6/2/10,0.03,70
9113,USC00518838,6/3/10,0,67
9114,USC00518838,6/4/10,0,70
9115,USC00518838,6/5/10,0,73
9116,USC00518838,6/6/10,0,73
9117,USC00518838,6/9/10,,72
9118,USC00518838,6/10/10,0,72
9119,USC00518838,6/11/10,0,77
9120,USC00518838,6/12/10,0,70
9121,USC00518838,6/13/10,0.01,78
9122,USC00518838,6/15/10,,73
9123,USC00518838,6/17/10,0,75
9124,USC00518838,6/18/10,0.3,70
9125,USC00518838,6/19/10,0.02,74
9126,USC00518838,6/20/10,0.03,77
9127,USC00518838,6/22/10,,69
9128,USC00518838,6/23/10,0.11,73
9129,USC00518838,6/24/10,0.28,73
9130,USC00518838,6/25/10,0.3,74
9131,USC00518838,6/28/10,,73
9132,USC00518838,6/29/10,0.1,72
9133,USC00518838,6/30/10,0.04,75
9134,USC00518838,7/1/10,0.09,73
9135,USC00518838,7/2/10,0.2,70
9136,USC00518838,7/3/10,0.84,73
9137,USC00518838,7/4/10,0.09,76
9138,USC00518838,7/5/10,0.03,75
9139,USC00518838,7/6/10,0.41,71
9140,USC00518838,7/7/10,0.11,73
9141,USC00518838,7/9/10,,74
9142,USC00518838,7/10/10,0.44,71
9143,USC00518838,7/11/10,0.01,72
9144,USC00518838,7/13/10,,75
9145,USC00518838,7/15/10,,76
9146,USC00518838,7/16/10,0.04,73
9147,USC00518838,7/27/10,,78
9148,USC00518838,7/28/10,0.01,80
9149,USC00518838,8/2/10,,76
9150,USC00518838,8/3/10,0.01,73
9151,USC00518838,8/4/10,0.25,72
9152,USC00518838,8/5/10,0.36,73
9153,USC00518838,8/6/10,0.03,74
9154,USC00518838,8/7/10,0.06,74
9155,USC00518838,8/9/10,,72
9156,USC00518838,8/10/10,0.03,73
9157,USC00518838,8/11/10,0.12,72
9158,USC00518838,8/13/10,,74
9159,USC00518838,8/17/10,,75
9160,USC00518838,8/18/10,0.02,79
9161,USC00518838,8/19/10,0.01,76
9162,USC00518838,8/20/10,0,76
9163,USC00518838,8/23/10,,76
9164,USC00518838,8/25/10,,74
9165,USC00518838,8/26/10,0.12,72
9166,USC00518838,8/28/10,,76
9167,USC00518838,8/29/10,0.38,74
9168,USC00518838,8/30/10,0.25,75
9169,USC00518838,8/31/10,0.12,74
9170,USC00518838,9/1/10,0.03,77
9171,USC00518838,9/3/10,,78
9172,USC00518838,9/4/10,0.04,73
9173,USC00518838,9/5/10,0.02,78
9174,USC00518838,9/6/10,0,76
9175,USC00518838,9/7/10,0.04,76
9176,USC00518838,9/9/10,,77
9177,USC00518838,9/10/10,0.02,76
9178,USC00518838,9/12/10,,78
9179,USC00518838,9/13/10,0.02,76
9180,USC00518838,9/14/10,0,79
9181,USC00518838,9/15/10,0,75
9182,USC00518838,9/16/10,0.01,75
9183,USC00518838,9/17/10,0,77
9184,USC00518838,9/18/10,0.03,78
9185,USC00518838,9/21/10,,77
9186,USC00518838,9/22/10,0.11,74
9187,USC00518838,9/23/10,0.05,74
9188,USC00518838,9/24/10,0,77
9189,USC00518838,9/26/10,,76
9190,USC00518838,9/27/10,0,83
9191,USC00518838,9/28/10,0,77
9192,USC00518838,9/30/10,,69
9193,USC00518838,10/1/10,0.25,71
9194,USC00518838,10/2/10,0.02,78
9195,USC00518838,10/3/10,0.03,70
9196,USC00518838,10/4/10,0.53,77
9197,USC00518838,10/5/10,0.02,71
9198,USC00518838,10/6/10,0.01,79
9199,USC00518838,10/7/10,0.03,77
9200,USC00518838,10/8/10,0.01,74
9201,USC00518838,10/14/10,,77
9202,USC00518838,10/17/10,,81
9203,USC00518838,10/20/10,,78
9204,USC00518838,10/22/10,,77
9205,USC00518838,10/24/10,,76
9206,USC00518838,10/25/10,0,77
9207,USC00518838,10/26/10,1.1,73
9208,USC00518838,10/27/10,0.4,75
9209,USC00518838,10/28/10,0.38,73
9210,USC00518838,10/29/10,0.1,71
9211,USC00518838,10/30/10,0.07,77
9212,USC00518838,10/31/10,0,76
9213,USC00518838,11/1/10,0.21,72
9214,USC00518838,11/2/10,0.03,77
9215,USC00518838,11/3/10,0.25,70
9216,USC00518838,11/4/10,0.12,72
9217,USC00518838,11/5/10,0.08,73
9218,USC00518838,11/10/10,,75
9219,USC00518838,11/12/10,,74
9220,USC00518838,11/15/10,,74
9221,USC00518838,11/16/10,0.08,76
9222,USC00518838,11/18/10,0,75
9223,USC00518838,11/19/10,0.35,72
9224,USC00518838,11/22/10,,78
9225,USC00518838,11/23/10,0.07,77
9226,USC00518838,11/24/10,0.16,76
9227,USC00518838,11/29/10,,75
9228,USC00518838,12/2/10,,71
9229,USC00518838,12/3/10,0.78,70
9230,USC00518838,12/5/10,,73
9231,USC00518838,12/6/10,0.02,78
9232,USC00518838,12/7/10,0.02,76
9233,USC00518838,12/8/10,0.33,73
9234,USC00518838,12/9/10,1.43,74
9235,USC00518838,12/10/10,2.5,63
9236,USC00518838,12/11/10,1.5,72
9237,USC00518838,12/13/10,,75
9238,USC00518838,12/14/10,0.13,74
9239,USC00518838,12/15/10,0.1,72
9240,USC00518838,12/16/10,0.05,68
9241,USC00518838,1/4/11,,73
9242,USC00518838,1/5/11,0.15,71
9243,USC00518838,1/6/11,0.14,65
9244,USC00518838,1/7/11,0,64
9245,USC00518838,1/10/11,,69
9246,USC00518838,1/11/11,0.73,74
9247,USC00518838,1/12/11,1.15,66
9248,USC00518838,1/13/11,6.3,66
9249,USC00518838,1/14/11,0.7,71
9250,USC00518838,1/18/11,,67
9251,USC00518838,1/19/11,0.03,67
9252,USC00518838,1/20/11,0.07,72
9253,USC00518838,1/21/11,0,70
9254,USC00518838,1/24/11,,75
9255,USC00518838,1/25/11,0.02,73
9256,USC00518838,1/26/11,0.08,70
9257,USC00518838,1/27/11,0.03,75
9258,USC00518838,1/28/11,0.04,73
9259,USC00518838,1/31/11,,73
9260,USC00518838,2/1/11,0.02,73
9261,USC00518838,2/2/11,0,75
9262,USC00518838,2/3/11,0,76
9263,USC00518838,2/4/11,0.02,72
9264,USC00518838,2/7/11,,68
9265,USC00518838,2/9/11,,71
9266,USC00518838,2/10/11,0.08,69
9267,USC00518838,2/11/11,1,69
9268,USC00518838,2/14/11,,75
9269,USC00518838,2/15/11,0.06,73
9270,USC00518838,2/16/11,0.01,76
9271,USC00518838,2/17/11,0.09,77
9272,USC00518838,2/18/11,0.01,72
9273,USC00518838,2/22/11,,75
9274,USC00518838,2/23/11,0.16,76
9275,USC00518838,2/24/11,0.03,72
9276,USC00518838,2/25/11,0.01,72
9277,USC00518838,2/28/11,,74
9278,USC00518838,3/1/11,0.02,74
9279,USC00518838,3/2/11,0,71
9280,USC00518838,3/3/11,0.89,74
9281,USC00518838,3/4/11,1.42,73
9282,USC00518838,3/7/11,,70
9283,USC00518838,3/8/11,0.11,73
9284,USC00518838,3/9/11,0.66,69
9285,USC00518838,3/10/11,0.36,71
9286,USC00518838,3/21/11,,75
9287,USC00518838,3/22/11,0.32,73
9288,USC00518838,3/23/11,0.34,74
9289,USC00518838,3/24/11,0.39,74
9290,USC00518838,3/29/11,,73
9291,USC00518838,3/30/11,0.03,73
9292,USC00518838,3/31/11,0.02,75
9293,USC00518838,4/1/11,0.34,74
9294,USC00518838,4/4/11,,75
9295,USC00518838,4/6/11,,69
9296,USC00518838,4/7/11,2.4,70
9297,USC00518838,4/8/11,0.57,68
9298,USC00518838,4/11/11,,75
9299,USC00518838,4/12/11,0.06,74
9300,USC00518838,4/13/11,0.01,77
9301,USC00518838,4/14/11,0.08,78
9302,USC00518838,4/15/11,0.11,71
9303,USC00518838,4/18/11,,73
9304,USC00518838,4/19/11,0.02,75
9305,USC00518838,4/20/11,0.03,74
9306,USC00518838,4/21/11,0.19,75
